x,y,cluster
0.2285791598038655,4.2590312597897775,1
1.8211163496235039,1.0767773320556353,3
4.039795019867519,1.8945909832115668,4
0.5578425991800918,-1.7940156619100203,2
0.49352703201135584,-0.3492577068882355,3
-2.326869105163028,-2.8058107339559784,4
2.352613833427929,1.7189573786497025,3
2.1835067034115956,-2.915432716631954,4
-0.6351245397813242,-2.0172531072138176,2
15.917660670114167,0.6953114374275442,3
2.1399646911744994,3.517844010017468,1
39.4237549119324,1.3422399079366192,3
142.1172589481837,-1.411921875110627,2
4.304576128469308,-1.391969971946451,4
1.6564990772723678,-3.073401848219535,4
-2.092253937670864,1.405974664095468,4
8.262260130037141,2.2409660716629243,1
108.5826917629016,0.8508336009569497,2
3.449835158817737,2.2289617023537156,4
23.972475965880445,-4.1068786583925965,4
21.89250546658037,1.9734020908302203,1
2.5160215408584925,0.30388680163405685,1
0.2326331256608831,0.491210591837837,3
0.8532648016603449,1.8257184938793498,4
-63.03081041198524,1.67319013641905,4
0.27862362871300045,-0.8095780944376965,3
1.3334536221871967,2.3833555492961036,1
-121.83765342482268,3.357734643493454,1
0.264194230706667,1.09956781519906,1
-2.89076414136935,-2.259758363959242,4
2.008415423717111,-0.7614965147947481,4
-2.416958255035983,-2.513048152752732,3
-64.31086572439366,-2.710952360695105,4
-2.7343619770519547,2.068296016726465,4
57.69706013658427,1.5766333954805205,3
5.755719732015605,-3.5977853101414063,4
0.37225854669564573,-1.304039159299614,3
0.48531449679666805,-0.4775064789663434,3
3.5476067430915,-1.3903937203821912,3
8.495902285174878,-2.0435119888431754,3
-4.3422335663154215,-1.239350037027337,2
-0.4015842309387549,-2.605167066884822,3
3.852363977523163,-2.7754232921212396,4
-3.6747426487736057,-1.0348016368430826,0
15.67220621224948,1.793599328376058,4
1.935814148643405,1.758807226492057,3
1.940471890852348,1.0383386914990982,2
-2.153950562793951,1.6614838914106862,3
-53.02762272500103,1.5974071667421859,3
-50.74511191947723,2.4009265440477825,3
0.42852389826715515,1.5933772998364821,3
1.9937295322993278,-0.8671597290826203,4
5.3060433426704785,-0.7030977105895911,4
0.34278710363942283,1.470592074854446,0
5.778873006762695,-4.0640279899099285,2
-1.421506264181635,-1.3919096844108352,4
-65.11907195609547,-0.941063152855297,4
1.9522514033281873,1.792974348976859,1
-1.1695629745244283,3.173463377092534,4
0.5981673216428854,1.6593342858589477,4
0.5956045707000232,-1.3099738247381734,4
-62.20763467399536,-0.6741784276288849,4
-0.25933230988700706,1.377614441968343,4
-32.54700024530148,1.252864295947882,3
-1.664021402586525,2.2162075078909758,4
-51.98561317297655,2.593657048647377,4
2.0814342070202585,-1.4727825845722744,4
4.393647798757584,-1.7058588248982265,1
-0.8671712960243992,2.5143486063469878,2
1.7513468096393547,-1.0204936114481074,4
-48.33606614537481,1.0286441567611964,3
5.739112913607538,2.5106006393974263,4
2.166445137296779,-0.9160631435721944,4
0.2589820430460284,5.066832935085744,1
-0.5940904330774246,-2.942713872793821,4
2.1854461451867886,-4.023914073508651,4
-3.081849955848111,-1.3740571777753217,4
0.7091305292569507,2.9741924936058095,3
0.2563496339407517,-2.925006952119134,4
3.491167696004697,-2.149433539141884,3
7.3179133262432,-2.0419104710505533,1
-65.08475836821975,-1.5812877704841102,1
2.1289330791117056,2.703557728765777,1
1.5173522244205906,-1.7487837559308868,3
-0.4852989648803386,1.5809125423956019,0
1.9137534022616771,1.8258445667296193,1
1.3776797066539506,2.0674867307865057,4
148.20597583588528,1.2243781024677092,3
-3.765222466428833,1.4662832894223958,3
4.006280408921791,3.0810432336111933,4
9.72321128759839,-3.8116904389949764,4
0.4389004030536053,1.7532797626737142,3
4.467432012549666,1.8919764538610726,3
40.13295380656763,1.4123524034139499,3
-2.291963314623721,-0.05333278964872157,3
-1.2946949709513718,-2.3642960258745602,4
-31.768164301379997,-0.7634803171076865,0
-27.393702023341405,0.9538721179724553,3
0.2883451448133434,0.28970199503698385,4
-34.00075365587237,0.4792225450108654,4
9.669697003414923,-1.9786387462174915,3
-1.8225622304055278,-1.8641711832659549,0
-1.8697885582663312,-3.720309264573177,2
-2.326614312075793,2.3042050762841284,4
0.3071742670789829,2.4165834974313056,1
-0.9360446844197144,1.1832595020228525,3
-4.492219452822852,0.9072334444460524,3
-94.37076321972182,1.0552580439038879,3
-0.6927289803596814,3.337370851733079,4
-0.1272248212058732,-1.7444810701754634,4
41.230167570292295,2.216225644659044,4
-0.6838385771041011,2.79704153392738,4
-3.195905376428412,-0.9003930333358657,2
2.6563299145098203,-1.4379916180067298,1
0.5993976990655626,2.238489914346417,3
-1.1988270500150413,-2.468516031767163,4
-23.627052574029513,-2.520878722820868,4
-106.14628082544192,-1.9418712584548354,4
3.759528485630313,1.8553877489828279,2
30.879407598747548,-1.5678315373468228,4
9.967354332018992,-0.80430503789603,3
2.0077729639868185,-0.20787588879564964,4
0.2833197642240697,-0.8160108786869966,1
3.1995440182581287,-0.934460412925734,3
-2.999096996875774,-1.8981449081834474,4
